,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
ENSSSCG00000003608,23.59312,22.96116,24.00832,24.56168,22.98761,23.36369,23.78965,22.89894,23.76076,22.80136,23.60844,23.80866,24.15246,21.88025,23.54526,23.07816,24.54063,23.37134,24.18609,23.55822,23.01555,25.40471,22.05446,24.0333,27.16888,26.81902,24.76669,23.76261,22.46193,23.35869,23.64138,22.80824,22.793,23.91699,24.15416,23.15773
ENSSSCG00000003610,26.20836,25.42434,25.48913,25.4234,25.30954,26.10831,25.52425,25.49164,25.99621,25.78258,25.88247,25.30972,25.14254,25.26798,25.08871,25.80534,25.71217,25.19237,24.82483,25.75729,25.7977,25.4359,25.57433,25.64669,25.20332,25.34573,25.52731,25.73062,25.30469,25.49467,24.90697,25.0692,25.74547,25.43955,26.09194,25.25603
ENSSSCG00000003611,25.49124,25.10801,24.76241,24.73677,25.16238,25.34048,25.07808,24.79024,24.69365,24.38632,25.13328,25.67421,24.95132,24.63157,25.69803,24.24375,24.67946,25.09866,25.28319,25.18191,24.73934,25.06892,24.53685,24.86203,25.45268,25.45437,25.71202,25.04866,25.15754,24.44022,24.8812,25.08981,24.80629,25.01652,25.02692,24.79119
ENSSSCG00000003612,28.21584,28.39508,28.07794,28.21111,28.42804,28.32381,29.0799,28.19386,28.24502,28.30423,28.39993,27.8404,28.03275,28.36889,28.01443,28.2855,28.22529,28.25561,28.30963,28.85265,28.27836,28.09724,28.10783,28.23283,28.08888,28.4117,28.04627,28.23464,28.11454,28.58974,27.75744,28.2529,27.89142,27.89536,28.16,28.1356
ENSSSCG00000003613,23.02121,23.44659,23.43409,23.06692,22.8012,23.01855,22.9882,22.98914,23.59411,23.15283,22.94792,23.59844,23.63506,22.61722,22.63453,23.42329,23.12073,23.00877,23.37417,23.61593,22.21908,22.53286,23.74836,23.0965,22.93483,23.92801,22.49169,23.35598,22.58222,23.06171,22.73064,22.47382,23.46437,23.22511,22.93177,22.91672
ENSSSCG00000003616,27.33336,27.34561,27.47945,26.59617,26.43907,26.73688,26.59701,26.50317,27.82959,27.26756,27.58431,27.39566,26.10729,25.15327,25.61273,24.83449,26.10603,26.22378,26.88513,26.18668,26.07444,26.91415,26.96418,27.10932,26.67507,26.78376,26.37531,26.68126,26.6832,27.69231,26.2416,27.02975,26.36454,26.44353,26.79727,25.91125
ENSSSCG00000003617,29.83655,29.72177,29.45349,29.47939,29.55286,29.78817,29.56239,29.54047,29.96773,29.74064,29.53627,29.24625,29.31633,29.50132,29.2755,29.71694,29.52828,29.37584,29.61066,29.61991,29.35648,29.51152,29.75368,29.39923,29.41056,29.4595,29.59728,29.79738,29.58357,29.78144,29.29685,29.51107,29.45227,29.45294,29.80661,29.61169
ENSSSCG00000003619,25.16049,25.29949,25.39345,25.71601,25.86803,26.13553,25.09732,24.60296,24.69365,24.8382,25.54062,25.53335,24.833,25.74815,26.10442,25.08787,24.59777,24.93477,24.54052,25.59456,24.79133,24.36474,24.83736,25.08616,26.13361,25.81029,25.90853,24.61622,24.80873,25.3333,25.48767,25.02708,25.00389,25.56176,25.41875,25.25603
ENSSSCG00000003620,26.18245,25.29949,25.29096,24.70902,25.36107,25.51646,26.48462,25.86956,24.99063,25.53584,25.1536,25.12569,25.27552,25.65284,25.22908,25.54819,25.64598,25.3633,25.1952,25.82003,25.42237,25.56849,25.04381,25.26183,25.14782,24.95995,25.76072,25.44542,25.373,24.56178,25.36291,24.79575,24.90847,25.43955,25.59473,25.43457
ENSSSCG00000003621,25.40421,25.08927,24.54215,24.28931,24.13304,25.00877,24.8476,25.5668,25.61603,25.2195,24.93624,24.6942,24.833,24.44909,24.73214,24.63689,24.35422,25.45692,25.1397,24.54342,24.60051,24.96582,25.2054,26.10164,24.98847,23.79266,24.03765,25.59506,25.0364,24.87494,24.06407,24.69173,24.95697,25.34059,25.4648,25.0915
ENSSSCG00000003626,26.40795,26.05588,26.25965,26.35791,26.14779,26.24789,26.16725,25.98366,26.29682,26.56176,26.42418,26.07067,26.2153,25.9449,25.84242,26.24808,26.24666,26.24143,26.44837,26.22428,26.53721,26.11301,26.22909,26.28463,26.08519,26.59324,26.43654,26.54811,26.53456,26.37121,25.93854,26.71513,26.08796,26.22048,25.98013,26.17154
ENSSSCG00000003627,25.43381,26.02664,25.10211,25.44038,25.4746,25.40156,25.6727,25.61008,25.61603,25.93773,25.64478,25.7398,25.39726,26.45314,26.24334,26.34038,26.13528,25.82785,25.84232,25.74441,25.15106,25.40471,25.7549,26.18153,25.89606,24.54842,25.17875,25.7435,26.07279,25.79661,25.34417,25.75116,25.71759,25.01652,26.05228,26.0572
ENSSSCG00000003628,24.38161,24.88716,23.55694,25.24169,24.57257,24.67946,24.80143,25.14442,24.08793,24.88589,23.77509,24.26587,24.92842,25.23075,24.56053,25.33631,24.54063,24.50884,24.56881,26.8772,24.4141,24.78383,24.27078,24.56713,25.25676,25.5554,24.90311,24.43751,24.65261,24.64667,24.06407,24.79575,24.63802,24.70789,25.25369,24.71782
ENSSSCG00000003629,28.51653,28.44014,27.97428,27.33767,27.57075,28.28787,27.72465,28.6251,27.56999,27.72965,27.68198,28.30648,28.32348,28.42766,28.15432,28.54202,28.3961,28.30889,28.35906,28.09199,28.55706,28.31842,27.75979,28.20203,28.06161,27.65471,27.92865,28.66358,28.16598,27.751,27.7539,27.816,28.03105,27.8511,28.29994,28.39687
ENSSSCG00000003630,25.51912,26.35152,25.54956,25.35344,26.03597,26.46373,26.21206,26.09956,25.79318,25.96019,25.99935,25.68757,25.64211,26.2817,25.86719,26.18612,26.09615,26.41476,26.40195,25.73141,25.51805,25.52563,25.6881,25.781,25.63863,24.43177,24.83651,25.73062,25.80255,25.84531,25.72341,25.6156,25.64544,25.57633,26.14004,26.36818
ENSSSCG00000003634,26.82578,26.60337,26.40576,26.73333,26.49396,26.69479,26.61714,26.41642,27.08531,26.52458,26.55215,26.33116,26.49791,26.26338,26.27145,26.62025,26.38295,26.70285,26.54409,26.5765,26.49863,26.53647,26.58538,26.53327,26.61495,26.69797,26.76967,26.76577,26.84225,26.6501,26.20053,26.84205,26.69275,26.73087,26.491,26.39981
ENSSSCG00000003636,27.86297,27.86117,27.53282,27.68608,27.72621,27.95248,27.25338,28.20331,27.70562,27.86968,27.48758,28.17276,28.01112,28.25992,28.15181,28.2855,27.97871,28.06808,28.17578,27.47684,27.98378,27.77623,27.75,27.65196,28.35294,27.86895,28.07062,28.39631,28.0586,27.91684,27.63175,27.92897,27.68737,28.03906,28.05354,28.1309
ENSSSCG00000003637,29.1035,29.58133,29.25228,29.3883,29.19647,29.42151,28.84547,28.94967,29.33531,29.3858,29.32632,28.85305,29.16537,29.14766,29.13214,29.1957,29.56367,29.37284,29.3237,29.5411,29.37789,29.3095,29.50858,29.14526,29.31512,29.52147,29.45006,29.29768,29.15451,29.5884,29.16293,29.44861,29.38407,29.29561,29.51262,29.27694
ENSSSCG00000003638,27.66194,27.76114,26.08689,26.08322,27.59964,27.10601,27.22742,27.41439,27.60694,27.6696,27.61761,26.91754,27.49985,27.43074,27.13278,27.15642,26.49999,27.80281,27.75114,26.91218,27.07706,26.86342,27.59817,27.80799,27.65365,27.14963,27.06458,27.34546,27.44418,26.92394,26.29136,26.33828,27.44538,27.65567,27.24272,27.14146
ENSSSCG00000003641,24.22115,24.95082,24.35163,24.21235,24.48238,24.88591,24.72928,24.4839,24.20822,24.68485,23.66615,24.72043,24.50179,24.3484,24.81085,25.18159,24.9225,24.28888,24.8481,24.48267,24.31101,24.2984,25.2054,24.0333,24.49035,24.1287,24.41769,24.26957,24.80873,24.80279,24.15288,24.57962,24.69632,24.47887,24.62884,24.71782
ENSSSCG00000003642,27.8047,27.79911,27.76401,28.08727,28.04256,28.09334,27.50457,27.8651,28.084,28.12701,27.84391,27.66242,28.06198,28.0327,27.64352,28.11545,27.93503,27.91429,27.98166,27.98927,27.92098,27.88478,27.67608,27.65896,27.96055,28.15769,27.96027,27.91414,27.95099,27.96171,27.85332,28.02306,27.54392,27.7325,27.93313,27.75344
ENSSSCG00000003643,28.46908,28.42714,28.35692,28.22342,28.59875,28.56649,28.78891,28.58046,28.59503,28.46596,28.48257,28.47387,28.00018,28.36889,28.23027,28.62109,28.40213,28.49879,28.5957,28.71582,28.37523,28.24326,28.22792,28.39871,28.56197,28.55453,28.52114,28.4795,28.35516,28.62678,28.20183,28.31111,27.96144,28.2695,28.50668,28.43743
ENSSSCG00000003644,23.30361,25.29949,23.9646,23.75044,23.55793,24.14895,24.99847,25.14442,23.95668,24.21017,23.97101,24.33541,22.21056,23.95064,23.27608,23.7016,23.88855,23.76213,24.6505,24.97693,24.71262,24.33195,24.59635,23.63964,23.01972,22.10985,23.82511,24.15854,24.34776,24.87494,24.35357,24.05879,24.4475,24.4475,24.22722,24.28172
ENSSSCG00000003645,27.52084,27.60502,27.31944,27.11792,27.4006,27.55561,27.97396,27.49741,27.48522,27.54515,27.15612,27.38749,27.57918,27.18525,27.27839,27.35855,27.40913,27.47754,27.40783,27.62826,27.37417,27.50188,27.53495,27.31815,27.39625,27.79118,27.59434,27.84111,27.33283,27.62765,27.0612,27.35327,27.19546,27.20883,27.45152,27.29229
ENSSSCG00000003648,28.11211,28.67502,28.33991,28.13496,28.22283,28.61565,28.06471,28.17477,27.87574,28.03746,27.73013,28.67001,28.28794,28.23663,28.399,28.54378,28.62466,27.90601,28.28639,28.67228,28.14733,28.18707,28.35178,27.90826,28.76465,28.59747,28.66241,28.0731,28.15875,28.42327,28.32877,28.13141,28.54094,28.05995,28.27431,28.5597
ENSSSCG00000003649,26.67284,26.50784,26.7334,27.27755,27.28973,27.33462,27.04627,27.00274,26.89528,27.13567,26.76522,25.97586,26.82372,27.06876,27.02134,26.78459,27.0837,26.72184,26.99345,26.64741,26.96834,26.75629,26.81562,26.62185,26.7138,27.20843,26.7027,26.92124,26.6832,27.06941,26.55846,27.39528,26.73508,26.6227,26.57037,26.70838
ENSSSCG00000003651,25.73657,26.33571,25.91378,26.29399,25.718,25.22695,26.11158,25.32845,25.39726,25.949,25.50943,25.66072,25.49401,25.56582,25.06749,25.53404,25.90563,25.85103,26.10631,26.32289,26.52958,25.12741,25.4827,25.75512,25.27414,25.97566,25.94059,26.29166,26.44219,26.61542,25.43551,26.98644,25.56949,25.1971,26.12099,26.22548
ENSSSCG00000003652,28.33826,28.54699,28.81337,28.6009,28.76897,28.85963,28.70362,28.68874,28.51759,28.49893,28.60198,28.33222,28.41075,28.52122,28.45726,28.39325,28.7065,28.64519,28.297,28.51242,28.42751,28.52473,28.2742,28.40912,28.45363,28.73613,28.44495,28.53797,28.36986,28.43127,28.19662,28.56036,28.01968,28.03642,28.31259,28.5771
ENSSSCG00000003653,29.24586,28.85217,29.13391,29.3405,29.47313,29.19226,29.22031,29.03816,28.87195,29.31134,29.00844,28.70163,28.94919,29.17732,29.14739,28.99477,29.03346,29.24417,29.01481,28.91433,29.17267,29.16339,28.71938,29.22283,29.20502,29.47984,29.14188,29.08896,29.12014,28.94993,28.96254,29.44762,29.03317,29.18467,29.08888,29.27694
ENSSSCG00000003654,30.89905,30.74683,30.71928,30.72751,30.4448,30.77578,30.74366,30.65232,30.292,30.78199,30.71205,30.73438,30.56324,30.63625,30.94723,30.78776,30.85982,30.9086,30.81324,30.58262,30.65788,30.53038,31.00162,30.94252,30.93192,30.54907,30.47696,30.54236,30.86855,30.86593,30.48419,30.57802,30.84607,30.78186,30.99997,31.15382
ENSSSCG00000003655,23.42647,24.84311,24.6837,23.69495,24.05174,24.46731,24.48827,25.29347,24.89827,25.39459,24.88854,24.1928,24.90515,25.23075,25.40853,24.76352,25.82416,25.50154,25.67022,24.24729,24.19997,23.61693,25.66048,25.81896,25.18505,22.7199,21.93529,25.02775,24.70655,24.89821,24.46183,24.48942,25.53796,24.12953,25.59473,25.37217
ENSSSCG00000003660,29.13763,28.63359,28.72113,28.67984,28.65488,28.56815,28.6735,28.64605,28.87346,28.95531,28.88627,28.70983,28.65176,28.55362,28.70062,28.85241,28.42993,28.88581,28.70807,28.54435,28.42751,28.55701,28.49545,28.87636,28.69214,28.8037,29.04197,29.28452,28.7433,28.78963,28.44763,28.88174,28.2609,28.64101,28.72105,28.62136
ENSSSCG00000003663,23.7425,24.09867,23.55694,23.51438,23.87395,23.48152,23.28518,24.01083,23.86205,23.43523,23.20318,23.80866,23.57734,23.52795,22.74556,24.09752,23.84201,26.41476,23.37417,24.76369,24.47895,24.3968,23.45885,22.61107,23.38229,24.1287,23.73047,24.52963,23.77126,24.34181,23.75921,23.15972,23.92075,23.82235,23.90974,23.80307
ENSSSCG00000003664,27.37591,27.03401,26.7971,26.81369,26.91188,27.16445,27.35277,27.04014,27.0374,27.07008,26.91557,26.8773,26.80498,26.90705,26.73551,27.061,26.81516,27.07178,26.99866,26.64048,26.40161,26.91415,26.92989,27.13463,26.87057,26.8591,27.2551,26.95486,27.10578,26.96309,26.55031,26.9361,26.67835,27.02982,27.00891,26.98867
ENSSSCG00000003667,26.94361,26.67423,26.52343,26.48605,26.75379,26.56064,26.71378,26.91916,26.91309,26.84122,27.04085,26.90615,27.12502,26.40381,26.54142,26.94819,26.85085,27.13452,26.85098,26.88895,26.5219,27.09113,26.59271,27.36596,27.13599,26.7658,26.51671,27.48623,27.25352,27.13455,26.50885,26.68158,26.91769,26.8496,27.32408,26.99386
ENSSSCG00000003668,23.02121,24.95082,22.69712,23.23198,22.98761,23.42381,23.21647,24.79024,22.73429,22.58724,22.63758,23.41787,24.33767,22.06082,23.20013,23.65007,23.19668,23.16489,24.07214,24.88602,24.62937,23.9551,23.89773,22.49078,22.84463,23.79266,24.38699,24.58793,23.29592,24.47158,23.37219,23.62269,24.90847,24.7852,23.61529,24.83811
ENSSSCG00000003670,27.10867,26.89528,26.72031,26.46961,26.87099,27.12425,27.40001,27.1903,26.49116,26.9905,26.87331,27.0055,27.31798,26.98738,26.68067,26.9267,27.07869,26.8823,27.08933,26.56922,27.05596,27.22216,26.79036,27.29139,27.23251,26.53787,27.09338,27.9027,26.85425,27.02782,26.66043,26.79261,26.78965,26.71778,27.10412,27.12263
ENSSSCG00000003671,25.06915,26.47934,25.71702,25.98253,26.24242,26.00385,25.1163,25.99459,25.36311,25.71817,25.11267,25.59135,25.89927,25.6387,25.67015,25.95085,25.67283,25.37933,26.12549,25.9265,25.95415,25.84901,26.17157,25.61827,25.98319,26.29237,26.17426,25.41354,25.72627,25.62591,26.28154,26.02172,25.64544,26.61566,25.66216,26.21662
ENSSSCG00000003672,28.87717,29.24498,29.11778,29.16909,28.82662,29.07295,28.93907,29.12154,28.93868,29.21192,28.74611,28.68341,29.16537,28.83522,28.86489,29.08969,29.08682,29.05877,29.33713,29.59232,29.28006,29.21375,29.21314,28.87486,29.30565,29.49355,29.21688,28.90198,29.05276,29.21725,29.10429,29.43961,29.1577,29.34644,28.9755,29.10774
ENSSSCG00000003673,27.27324,27.53059,27.52907,27.03654,26.92336,27.47266,27.36869,27.01352,26.64118,26.81682,27.23452,27.25917,27.45248,27.47917,27.51228,27.33427,27.15207,27.23043,27.47664,27.58917,26.92826,27.05643,26.88884,27.21751,27.41986,27.11222,26.92197,28.06029,27.55859,27.30963,26.79069,26.61204,27.06878,27.23662,27.52942,27.56756
ENSSSCG00000003679,26.86433,27.22205,26.68707,26.48605,26.77927,26.92544,26.8785,26.64171,26.42649,26.45513,26.22735,26.74938,26.28906,26.59907,26.29901,27.0057,26.77236,26.56248,27.23766,26.8772,26.70925,27.31737,26.93566,26.3026,26.47915,26.70427,26.80493,27.06158,26.593,27.10485,26.44873,26.22173,26.54194,26.68454,26.77916,26.96244
ENSSSCG00000003680,28.75501,28.99867,28.74556,28.56265,28.70061,28.54127,28.47638,28.69378,28.55966,28.62374,28.35457,28.81856,28.6965,28.54984,29.05609,28.79426,28.78395,28.69567,28.81083,28.59546,28.49766,28.67283,28.90143,28.68232,28.88973,29.05236,28.9119,28.71026,28.66714,28.71951,28.80532,28.94956,28.73073,28.95582,28.51582,28.75574
ENSSSCG00000003681,26.71564,26.91669,26.51588,27.12843,26.81666,27.03551,26.6759,27.16633,27.42855,27.45315,26.94501,27.33753,27.09449,27.11547,27.25512,27.07572,27.04313,26.90463,27.1231,26.59815,26.81978,26.78685,27.55384,27.50054,26.78828,26.45811,26.85626,27.03038,27.03903,27.2611,27.20313,27.3144,27.27412,27.37642,27.16582,27.2144
ENSSSCG00000003682,27.21477,27.6758,26.84612,26.89597,26.81666,27.43663,26.98562,27.70796,27.20099,27.31189,26.81709,27.53519,27.62974,27.49103,27.54334,27.73134,27.95976,27.42831,27.59828,27.24043,27.52382,27.6084,27.25932,27.38296,27.77765,26.57959,27.13554,28.09085,27.17438,27.77948,27.05545,27.06661,27.35778,27.02982,27.56509,27.6222
ENSSSCG00000003683,28.44203,28.14816,28.55049,29.07713,29.07443,28.62688,28.64109,28.53814,28.49806,28.98435,28.70711,28.12691,28.53912,28.85829,28.67279,28.61941,28.69509,28.61335,28.75191,28.77402,28.6427,28.61096,28.32125,28.6281,28.53158,28.85698,28.5935,28.46208,28.52614,28.60219,28.46508,29.17607,28.59366,28.53496,28.37018,28.50077
ENSSSCG00000003684,26.82019,26.28721,26.13699,25.09934,25.79497,26.05227,26.94903,25.89311,25.7005,25.59443,25.75528,25.7398,26.14751,26.20698,25.86719,25.8517,26.27322,26.32657,26.28745,26.2878,26.13606,25.65056,25.91536,26.00613,25.81525,25.85627,25.81937,26.44936,25.76492,26.1173,25.99968,25.69846,25.83901,25.80389,25.893,25.93302
ENSSSCG00000003686,26.28343,26.49366,26.81568,27.05319,26.77294,27.17323,26.91148,25.91629,25.97376,26.46302,27.29979,26.17868,26.66654,27.06876,26.88246,26.67284,26.54427,26.02415,26.3294,27.31637,26.60415,25.67691,26.51003,26.25723,26.32089,26.22386,26.091,26.38505,26.67646,26.12718,26.16894,26.90736,26.28128,26.37016,26.62546,26.5693
ENSSSCG00000003687,27.42463,27.84171,26.74637,26.60372,26.5616,27.16885,26.37855,27.87104,27.24853,27.27653,26.5212,27.02668,27.18904,27.15575,27.35918,27.09512,26.78472,27.96562,27.98429,26.86535,26.96268,27.94022,27.60181,27.07835,27.21911,27.41842,27.46438,27.2539,26.88381,27.24757,26.72703,26.31221,27.23533,27.50766,27.44388,27.425
ENSSSCG00000003691,29.46236,29.75112,29.38983,29.61825,29.25667,29.69822,29.43114,29.58001,29.3309,29.5175,29.06586,29.5058,29.52249,29.51203,29.42478,29.41993,29.47113,29.47894,29.68523,29.43886,29.50983,29.85515,29.55337,29.25896,29.34319,29.83669,29.6222,29.29986,29.53967,29.66501,29.4914,29.74752,29.51536,29.57316,29.62757,29.67121
ENSSSCG00000003692,30.2847,30.79206,30.5818,30.55073,30.2237,30.73854,30.41566,30.75672,30.58141,30.58068,30.40868,30.498,30.60536,30.1892,30.21558,30.43785,30.59756,30.11998,30.56816,30.73162,30.61479,30.85245,30.52948,30.37952,30.49661,30.86877,30.41031,30.36096,30.42897,30.61608,30.30202,30.77741,30.46987,30.55786,30.53775,30.48957
ENSSSCG00000003693,24.88857,24.67737,26.03499,25.07781,24.41895,25.90186,24.60038,24.4839,24.74759,25.04141,25.85791,25.39362,25.03945,25.32209,25.0019,24.94552,25.3459,24.822,25.42921,25.58013,25.48686,25.10818,25.84351,25.26183,24.29982,25.22824,24.53433,24.87223,26.41004,24.92111,25.2667,25.49716,25.17766,26.03246,25.67527,24.66674
ENSSSCG00000003694,30.41747,30.29974,28.60134,28.57999,28.79418,28.19819,29.25712,29.83311,28.59135,29.5484,28.75611,29.46178,29.89448,29.60408,28.45522,30.00345,29.44314,29.502,30.40072,29.1103,29.96445,29.56188,29.915,29.22637,28.91765,29.23533,29.9619,30.33353,30.11734,30.4949,29.72748,28.7552,29.28069,29.99668,30.05761,30.12115
ENSSSCG00000003699,22.33532,23.38647,23.49682,21.72296,23.22862,23.16665,26.57659,23.96711,24.28318,22.58724,23.41999,22.31833,22.91683,22.83134,23.11996,22.9131,23.93364,24.91291,23.66367,23.4981,23.32871,23.38086,22.61085,21.8741,22.13836,22.10985,22.60272,23.28727,23.22377,22.97682,22.17425,22.80824,22.68197,22.8939,23.61529,22.51619
ENSSSCG00000003700,26.43014,26.54269,26.46971,25.94734,26.96836,27.30695,26.52069,26.79961,26.23207,26.07781,26.48157,26.20679,26.6596,27.24249,26.87637,26.81415,27.14729,26.25017,26.07707,26.9631,27.13857,26.70599,26.01685,26.47897,25.90724,26.09554,26.46622,27.3871,25.88673,26.57988,25.64903,25.94462,26.17254,25.8526,26.65224,26.47596
ENSSSCG00000003701,26.99415,27.20039,26.74637,27.06965,27.04388,26.66397,27.75827,26.7871,27.52823,27.50371,27.12043,26.36481,26.59563,26.67033,26.19525,27.15642,26.72826,26.83659,27.28958,27.80615,26.9963,26.75629,26.96981,27.1791,26.80033,27.41459,27.03022,27.10215,27.13066,27.55264,26.35825,27.52201,26.9718,26.78206,27.18429,26.93032
ENSSSCG00000003702,25.89391,25.76852,25.8906,24.68074,23.96558,25.24373,25.24262,25.06369,24.54926,25.47476,25.49357,25.76522,24.95132,25.33968,25.37438,24.81122,25.5479,25.22822,25.87667,24.97693,25.91952,26.2597,25.3507,25.91558,25.23916,24.8277,25.45516,25.80624,25.96627,25.70721,25.60249,25.41787,25.09339,25.76626,26.11137,25.53766
ENSSSCG00000003705,25.86161,25.90334,25.50448,24.94139,24.21,25.10372,26.56282,24.95597,24.38879,25.34426,25.02715,25.37723,25.64211,25.33968,25.30356,25.26959,25.57661,26.13215,25.44456,24.789,25.60778,24.94429,25.54443,24.30706,24.94572,25.49854,25.59602,24.96314,24.92705,25.31613,24.95715,25.22639,24.95697,24.75989,25.62208,25.46479
ENSSSCG00000003707,27.68058,28.03767,27.77354,28.00694,27.99714,28.26955,27.86874,27.76333,28.04952,28.10954,27.42627,28.34492,28.28794,27.48709,28.18173,28.56132,28.34068,28.12623,28.05599,28.19972,28.11199,28.12383,28.63677,27.67974,28.82191,28.82842,28.80275,27.43156,27.96489,28.67978,28.65759,28.30231,28.43364,28.49908,27.84302,28.30383
ENSSSCG00000003708,25.86161,25.39412,26.10714,26.61871,26.23324,26.18848,26.33059,25.63823,26.12406,26.56176,26.41579,26.11089,26.02333,26.32651,25.9963,26.45742,25.96112,26.15095,25.91022,26.29666,25.67851,25.25533,25.72855,26.17179,25.12884,25.96521,25.64873,25.58077,26.13312,25.78417,25.79415,26.82371,25.79966,25.87635,25.84737,26.06709
ENSSSCG00000003709,28.2885,27.1784,27.37478,27.19994,28.17083,27.72647,27.98433,27.15176,28.12788,27.85776,28.17984,27.36273,27.3355,26.85906,26.63813,26.54466,26.70244,27.13452,26.91849,27.32072,27.65239,28.14522,27.83273,27.1195,26.00418,25.6757,25.21415,27.10714,27.33283,26.27672,26.61426,27.44811,27.7123,27.50386,27.34475,27.05968
ENSSSCG00000003710,26.11097,25.80342,25.29096,25.24169,26.05696,25.67328,26.11158,25.78395,25.57186,25.78258,25.54062,25.90901,25.66999,25.93336,25.22908,25.53404,25.60476,25.6142,25.88794,26.01497,26.12597,25.45125,25.52924,25.46706,25.07034,25.24562,24.94586,26.17289,26.10327,25.68062,25.36291,25.82678,25.66016,26.06383,26.10169,25.66023
ENSSSCG00000003711,23.09716,21.53232,22.58609,22.27045,22.46678,23.0945,23.28518,23.4366,23.59411,22.69827,22.94792,23.28357,23.24803,23.10264,22.63453,22.26102,22.30359,23.66085,23.30858,22.58737,22.92535,22.74699,23.09628,22.92141,23.86771,23.58984,22.60272,23.54443,22.89256,22.18035,22.61035,22.90446,22.99231,22.9841,22.64226,24.50169
ENSSSCG00000003712,28.68443,28.50872,28.7648,29.09197,28.92407,29.12141,28.57916,28.60385,28.53495,28.68905,28.9559,28.95323,29.05076,29.05084,28.91326,28.90006,28.99009,29.05379,28.69208,28.69589,28.87278,28.87414,28.39221,28.78019,28.87841,28.79487,28.61021,28.56906,28.7433,28.42327,28.82403,29.20588,28.55085,28.72189,28.53573,28.72486
ENSSSCG00000003713,26.64148,26.35936,26.26866,26.12581,26.18639,26.33657,26.41733,26.3752,26.48323,26.60516,26.69069,26.8773,26.40972,26.02321,26.25277,26.4649,26.29929,26.2675,26.42534,26.08817,26.21433,26.29415,26.20062,26.19122,26.37827,26.58643,26.5448,26.8575,26.25578,26.00388,26.29136,26.36389,25.93898,26.31039,26.36715,26.25171
ENSSSCG00000003715,26.92289,26.8234,25.83098,25.89904,25.60855,26.11744,26.14893,26.11967,25.97376,26.05712,26.02163,26.81171,26.7732,26.54701,26.15558,26.64678,26.11585,26.25017,26.15378,25.52094,26.09528,26.00275,26.54064,25.8801,25.92935,25.24562,26.46622,26.18239,26.02052,26.00388,26.4042,26.12519,26.25243,26.71778,26.57037,26.45353
ENSSSCG00000003716,27.493,27.75223,27.26191,27.0197,27.27189,27.46909,27.41925,27.52406,27.74593,27.36334,27.44288,27.35438,27.16965,27.49888,27.3283,27.58809,27.4368,27.57472,27.61533,27.45328,27.03455,27.23108,27.55008,27.5578,27.36008,27.09793,27.39665,27.75786,27.39985,27.51926,26.98463,27.20529,27.04654,26.9593,27.70276,27.63886
ENSSSCG00000003718,25.7484,25.36326,25.34311,24.91734,25.49011,25.74574,25.52425,25.96155,26.45918,25.53584,25.50943,25.16442,24.56255,25.07139,24.59059,25.30333,25.57661,25.74367,25.7465,25.60884,25.17083,25.55434,25.72855,25.75512,25.1096,24.98086,25.0475,26.38505,25.71315,26.19452,24.52973,25.46596,25.04934,24.88222,25.62208,25.32354
ENSSSCG00000003719,24.31955,24.54613,24.41797,24.43191,24.247,24.84252,26.04379,24.2846,24.79958,24.38632,24.70797,24.40175,24.02872,24.12311,24.86104,24.78757,24.45043,25.65427,24.54052,24.81387,24.47895,24.65719,24.53685,24.83758,24.42959,25.27977,25.39472,24.26957,24.83318,24.80279,24.46183,24.82063,24.34189,24.73412,24.94265,24.81484
ENSSSCG00000003727,27.48241,27.28926,27.41594,27.23927,27.18401,27.16445,27.34071,27.15663,27.19615,27.33784,27.13072,27.21373,26.99881,26.85294,27.11738,27.27172,27.2489,27.05191,27.35602,27.33797,26.19516,27.0813,27.20301,27.54275,27.01714,27.47479,27.30931,27.20352,27.30687,27.33543,26.87795,27.45607,27.12822,27.1805,27.17969,27.36618
ENSSSCG00000003728,24.9307,25.37878,24.73665,25.29865,25.21934,25.14001,25.03882,25.91629,25.80595,25.84425,24.98241,25.64711,25.75053,25.82511,25.4253,25.96146,25.78779,25.71869,25.97507,25.66461,25.74594,25.75319,25.61805,25.40184,25.90724,24.60338,24.85906,26.04346,25.46975,25.63978,25.2667,25.58689,25.02679,25.25259,25.56685,26.0769
ENSSSCG00000003729,28.49212,28.33073,28.8663,28.59522,28.36001,28.4877,28.08653,28.49067,28.45412,27.90772,28.93551,29.212,28.44544,28.96275,30.08244,29.32557,28.40413,28.87313,28.38713,28.23007,27.75415,28.56408,27.36574,29.13777,29.89008,29.29289,28.96742,28.77128,28.92776,27.82875,28.49936,28.86539,28.15315,28.16491,27.97351,28.67888
ENSSSCG00000003730,27.60129,27.43736,27.29317,26.7402,27.0227,27.42565,27.23612,27.47807,27.01007,27.05451,26.99654,27.7253,27.20819,27.14579,27.09658,27.35051,27.16157,27.05191,27.48408,27.04942,27.5467,27.27918,26.88288,27.34442,27.62684,27.26493,27.48627,27.89117,27.37091,27.10485,26.69781,27.05617,26.92989,27.26838,27.22053,27.32148
